,Aprašymas,Buto nuoroda,Buto kaina,Plotas,Širdutės,Skelbimo data,Koregavimo data,Perziurejo skelbimą,Kambarių skaičius,Aukštas,Viso aukštų,Statybos metai,Pastato tipas,Šildymas,Įrengimas,Nauja statyba,Rajonas,Kainauzkvadrata
421," Žirmūnai, Verkių g., 2 kambarių butas",www.aruodas.lt/1-3017019,90100,40.35,17,2021-03-30,2021-04-07,1,2,1,9,2021,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Žirmūnai,2232.9615861214374
422," Naujoji Vilnia, Parko g., 2 kambarių butas",www.aruodas.lt/1-3018311,94800,51.5,6,2021-04-02,2021-04-02,1,2,2,13,1989,Monolitinis,Centrinis,Įrengtas,Sena statyba,Naujoji Vilnia,1840.7766990291261
423," Žemieji Paneriai, Titnago g., 2 kambarių butas",www.aruodas.lt/1-3019895,66000,40.5,11,2021-04-07,2021-04-07,1,2,4,5,1980,Mūrinis,Elektra,Įrengtas,Sena statyba,Žemieji Paneriai,1629.6296296296296
424," Fabijoniškės, Salomėjos Nėries g., 3 kambarių butas",www.aruodas.lt/1-3015071,113990,65.0,67,2021-04-07,2021-04-07,1,3,2,10,1990,Blokinis,Centrinis,Įrengtas,Sena statyba,Fabijoniškės,1753.6923076923076
425," Viršuliškės, Viršuliškių g., 2 kambarių butas",www.aruodas.lt/1-3017129,68000,48.6,21,2021-03-30,2021-04-06,1,2,5,12,1978,Blokinis,Centrinis,Įrengtas,Sena statyba,Viršuliškės,1399.1769547325102
426," Senamiestis, Sodų g., 3 kambarių butas",www.aruodas.lt/1-3019259,93000,55.0,24,2021-04-06,2021-04-07,1,3,1,4,1940,Mūrinis,Kietu kuru,Įrengtas,Sena statyba,Senamiestis,1690.909090909091
427," Šnipiškės, S. Fino g., 2 kambarių butas",www.aruodas.lt/1-2996995,31000,23.09,6,2021-02-07,2021-04-07,1,2,1,1,1940,Medinis,Kietu kuru,Kita,Sena statyba,Šnipiškės,1342.5725422260718
428," Santariškės, Baltupio g., 2 kambarių butas",www.aruodas.lt/1-3018927,125000,64.2,8,2021-04-05,2021-04-06,1,2,2,5,2003,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Santariškės,1947.0404984423676
429," Santariškės, Baltupio g., 3 kambarių butas",www.aruodas.lt/1-3018929,125000,64.2,28,2021-04-05,2021-04-07,1,3,2,5,2003,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Santariškės,1947.0404984423676
430," Verkiai, Kazio Ulvydo g., 2 kambarių butas",www.aruodas.lt/1-3004271,129000,47.38,25,2021-03-14,2021-04-08,1,2,5,5,2015,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Verkiai,2722.6677923174334
431," Naujamiestis, Algirdo g., 3 kambarių butas",www.aruodas.lt/1-3016725,62000,58.78,18,2021-03-29,2021-04-07,1,3,2,2,1940,Rąstinis,Dujinis,Įrengtas,Sena statyba,Naujamiestis,1054.7805375978223
432," Naujininkai, Kaminkelio g., 3 kambarių butas",www.aruodas.lt/1-3018101,110000,51.61,4,2021-04-06,2021-04-06,1,3,3,3,2021,Mūrinis,Aeroterminis,Dalinė apdaila ,Nauja statyba,Naujininkai,2131.3698895562875
433," Paneriai, Šešėlių g., 2 kambarių butas",www.aruodas.lt/1-3020121,52500,48.4,4,2021-04-07,2021-04-07,1,2,1,3,1978,Mūrinis,Centrinis,Įrengtas,Sena statyba,Paneriai,1084.7107438016528
434," Justiniškės, Rygos g., 3 kambarių butas",www.aruodas.lt/1-2997063,91000,66.49,20,2021-04-01,2021-04-04,1,3,1,9,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Justiniškės,1368.6268611821329
435," Fabijoniškės, S. Stanevičiaus g., 2 kambarių butas",www.aruodas.lt/1-3016781,85000,51.0,8,2021-03-30,2021-03-30,1,2,5,9,1989,Blokinis,Centrinis,Įrengtas,Sena statyba,Fabijoniškės,1666.6666666666667
436," Karoliniškės, Virginijaus Druskio g., 2 kambarių butas",www.aruodas.lt/1-3016445,71000,49.5,20,2021-03-29,2021-04-07,1,2,3,9,1973,Blokinis,Centrinis,Įrengtas,Sena statyba,Karoliniškės,1434.3434343434344
437," Viršuliškės, Viršuliškių g., 2 kambarių butas",www.aruodas.lt/1-2998593,61000,39.84,34,2021-02-11,2021-04-01,1,2,4,7,2020,Blokinis,Aeroterminis,Dalinė apdaila ,Nauja statyba,Viršuliškės,1531.1244979919677
438," Šiaurės miestelis, S. Žukausko g., 2 kambarių butas",www.aruodas.lt/1-3017797,129000,54.0,28,2021-04-01,2021-04-07,1,2,1,5,2003,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Šiaurės miestelis,2388.8888888888887
439," Lazdynai, Erfurto g., 2 kambarių butas",www.aruodas.lt/1-3015127,79000,49.23,5,2021-03-25,2021-04-01,1,2,7,9,1969,Blokinis,Centrinis,Įrengtas,Sena statyba,Lazdynai,1604.712573633963
440," Justiniškės, Talino g., 3 kambarių butas",www.aruodas.lt/1-3000213,140000,77.83,55,2021-03-09,2021-04-06,0,3,2,3,2014,Mūrinis,Dujinis,Įrengtas,Sena statyba,Justiniškės,1798.7922394963382
441," Pašilaičiai, Perkūnkiemio g., 2 kambarių butas",www.aruodas.lt/1-3014981,92000,64.0,14,2021-03-24,2021-04-07,1,2,7,9,2010,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pašilaičiai,1437.5
442," Karoliniškės, Dariaus Gerbutavičiaus g., 3 kambarių butas",www.aruodas.lt/1-3001775,89000,64.0,17,2021-03-09,2021-03-14,0,3,5,9,1973,Blokinis,Centrinis,Įrengtas,Sena statyba,Karoliniškės,1390.625
443," Pašilaičiai, Perkūnkiemio g., 2 kambarių butas",www.aruodas.lt/1-3001277,98000,63.15,18,2021-02-18,2021-04-07,1,2,9,9,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pašilaičiai,1551.8606492478227
444," Šeškinė, Šeškinės g., 2 kambarių butas",www.aruodas.lt/1-3015983,65000,52.0,42,2021-03-27,2021-04-07,1,2,7,13,1984,Monolitinis,Centrinis,Įrengtas,Sena statyba,Šeškinė,1250.0
445," Fabijoniškės, Salomėjos Nėries g., 2 kambarių butas",www.aruodas.lt/1-3018923,78000,43.0,19,2021-04-05,2021-04-07,1,2,2,12,2006,Mūrinis,Geoterminis,Įrengtas,Sena statyba,Fabijoniškės,1813.953488372093
446," Šeškinė, S. Stanevičiaus g., 3 kambarių butas",www.aruodas.lt/1-3019767,82000,67.0,1,2021-04-07,2021-04-07,1,3,5,5,1988,Blokinis,Centrinis,Įrengtas,Sena statyba,Šeškinė,1223.8805970149253
447," Grigiškės, Vilniaus g., 3 kambarių butas",www.aruodas.lt/1-3019777,98000,54.54,3,2021-04-07,2021-04-07,1,3,1,5,2004,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas,Sena statyba,Grigiškės,1796.8463513017969
448," Justiniškės, Rygos g., 3 kambarių butas",www.aruodas.lt/1-3020213,125000,62.04,0,2021-04-08,2021-04-08,1,3,4,9,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Justiniškės,2014.829142488717
449," Senamiestis, Pylimo g., 2 kambarių butas",www.aruodas.lt/1-3020201,117000,38.17,35,2021-04-08,2021-04-08,1,2,2,4,1940,Mūrinis,Centrinis,Įrengtas,Sena statyba,Senamiestis,3065.2344773382238
450," Lazdynėliai, Lazdynėlių g., 2 kambarių butas",www.aruodas.lt/1-2985953,66700,28.88,35,2021-04-07,2021-04-07,1,2,2,4,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Lazdynėliai,2309.556786703601
451," Lazdynėliai, Lazdynėlių g., 2 kambarių butas",www.aruodas.lt/1-2985959,85800,37.06,39,2021-04-07,2021-04-07,1,2,2,4,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Lazdynėliai,2315.1645979492714
452," Lazdynai, Lazdynėlių g., 3 kambarių butas",www.aruodas.lt/1-2985967,119900,56.0,22,2021-04-07,2021-04-07,1,3,3,4,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Lazdynai,2141.0714285714284
453," Pilaitė, Bitėnų g., 3 kambarių butas",www.aruodas.lt/1-3020157,128000,57.94,3,2021-04-07,2021-04-07,1,3,4,5,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Pilaitė,2209.181912323093
454," Pašilaičiai, Perkūnkiemio g., 2 kambarių butas",www.aruodas.lt/1-3020131,109000,64.46,7,2021-04-07,2021-04-07,1,2,9,9,2008,Blokinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pašilaičiai,1690.9711448960597
455," Justiniškės, Taikos g., 2 kambarių butas",www.aruodas.lt/1-3020125,80000,40.26,5,2021-04-07,2021-04-07,1,2,4,9,1985,Blokinis,Centrinis,Įrengtas,Sena statyba,Justiniškės,1987.083954297069
456," Pilaitė, Bitėnų g., 2 kambarių butas",www.aruodas.lt/1-2990107,105000,51.25,19,2021-04-07,2021-04-07,1,2,3,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pilaitė,2048.7804878048782
457," Viršuliškės, Viršuliškių g., 2 kambarių butas",www.aruodas.lt/1-3020097,65000,49.0,16,2021-04-07,2021-04-07,1,2,6,12,1978,Blokinis,Centrinis,Įrengtas,Sena statyba,Viršuliškės,1326.530612244898
458," Justiniškės, Justiniškių g., 3 kambarių butas",www.aruodas.lt/1-3020081,83000,64.16,7,2021-04-07,2021-04-07,1,3,3,5,1977,Blokinis,Centrinis,Įrengtas,Sena statyba,Justiniškės,1293.6408977556111
459," Justiniškės, Justiniškių g., 2 kambarių butas",www.aruodas.lt/1-3020061,77000,42.0,12,2021-04-07,2021-04-07,1,2,9,9,1983,Blokinis,Centrinis,Įrengtas,Sena statyba,Justiniškės,1833.3333333333333
460," Fabijoniškės, P. Žadeikos g., 2 kambarių butas",www.aruodas.lt/1-3020031,100000,64.0,20,2021-04-07,2021-04-07,1,2,6,6,2002,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Fabijoniškės,1562.5
461," Justiniškės, Rygos g., 3 kambarių butas",www.aruodas.lt/1-3020029,110000,50.54,0,2021-04-07,2021-04-08,1,3,3,9,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Justiniškės,2176.493866244559
462," Justiniškės, Rygos g., 3 kambarių butas",www.aruodas.lt/1-3018931,110000,51.0,5,2021-04-05,2021-04-05,1,3,3,9,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Justiniškės,2156.8627450980393
463," Karoliniškės, Vido Maciulevičiaus g., 2 kambarių butas",www.aruodas.lt/1-3019973,73000,46.6,15,2021-04-07,2021-04-07,1,2,5,5,1972,Blokinis,Centrinis,Įrengtas,Sena statyba,Karoliniškės,1566.5236051502145
464," Grigiškės, Vilniaus g., 2 kambarių butas",www.aruodas.lt/1-3019957,56500,42.0,2,2021-04-07,2021-04-07,1,2,2,3,1968,Mūrinis,Centrinis,Įrengtas,Sena statyba,Grigiškės,1345.2380952380952
465," Naujininkai, A. Jaroševičiaus g., 2 kambarių butas",www.aruodas.lt/1-3019955,29900,45.66,6,2021-04-07,2021-04-07,1,2,2,2,1940,Karkasinis,"Elektra, kietu kuru",Įrengtas,Sena statyba,Naujininkai,654.8401226456417
466," Šnipiškės, Kalvarijų g., 2 kambarių butas",www.aruodas.lt/1-3019943,95000,55.0,9,2021-04-07,2021-04-07,1,2,12,16,1993,Monolitinis,Centrinis,Įrengtas,Sena statyba,Šnipiškės,1727.2727272727273
467," Pilaitė, Gilužio g., 2 kambarių butas",www.aruodas.lt/1-3019917,110000,50.25,4,2021-04-07,2021-04-07,1,2,1,3,2021,Mūrinis,Dujinis,Įrengtas,Nauja statyba,Pilaitė,2189.054726368159
468," Šnipiškės, Linkmenų g., 2 kambarių butas",www.aruodas.lt/1-3014255,135000,46.0,51,2021-04-07,2021-04-07,1,2,4,5,2016,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Šnipiškės,2934.782608695652
469," Šnipiškės, Linkmenų g., 2 kambarių butas",www.aruodas.lt/1-3011797,139000,46.17,71,2021-04-07,2021-04-07,1,2,5,5,2017,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Šnipiškės,3010.6129521334196
470," Karoliniškės, Algimanto Petro Kavoliuko g., 2 kambarių butas",www.aruodas.lt/1-3019893,68000,49.2,30,2021-04-07,2021-04-07,1,2,5,9,1974,Blokinis,Centrinis,Įrengtas,Sena statyba,Karoliniškės,1382.1138211382113
471," Viršuliškės, Spaudos g., 2 kambarių butas",www.aruodas.lt/1-3019875,139000,42.49,7,2021-04-07,2021-04-07,1,2,7,10,2020,Monolitinis,Geoterminis,Įrengtas,Nauja statyba,Viršuliškės,3271.357966580372
472," Lazdynėliai, Lazdynėlių g., 2 kambarių butas",www.aruodas.lt/1-3019843,94000,47.92,1,2021-04-07,2021-04-07,1,2,2,4,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Lazdynėliai,1961.602671118531
473," Fabijoniškės, Salomėjos Nėries g., 3 kambarių butas",www.aruodas.lt/1-3019787,138000,92.0,3,2021-04-07,2021-04-07,1,3,13,14,2004,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Fabijoniškės,1500.0
474," Karoliniškės, Vytauto Vaitkaus g., 2 kambarių butas",www.aruodas.lt/1-3019781,68000,46.4,12,2021-04-07,2021-04-07,1,2,5,9,1974,Blokinis,Centrinis,Įrengtas,Sena statyba,Karoliniškės,1465.5172413793105
475," Naujamiestis, Dzūkų g., 3 kambarių butas",www.aruodas.lt/1-3019737,87000,58.36,14,2021-04-07,2021-04-07,1,3,2,5,1969,Mūrinis,Centrinis,Įrengtas,Sena statyba,Naujamiestis,1490.747087045922
477," Naujoji Vilnia, Linksmoji g., 2 kambarių butas",www.aruodas.lt/1-3019721,68500,48.54,16,2021-04-06,2021-04-06,1,2,1,4,1987,Mūrinis,Centrinis,Įrengtas,Sena statyba,Naujoji Vilnia,1411.207251751133
478," Naujininkai, Kaminkelio g., 3 kambarių butas",www.aruodas.lt/1-3018109,110000,63.01,2,2021-04-06,2021-04-06,1,3,1,3,2021,Mūrinis,Aeroterminis,Dalinė apdaila ,Nauja statyba,Naujininkai,1745.7546421202985
479," Pašilaičiai, Sviliškių g., 2 kambarių butas",www.aruodas.lt/1-3019679,119000,54.0,7,2021-04-06,2021-04-06,1,2,2,5,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pašilaičiai,2203.703703703704
480," Pilaitė, Pilkalnio g., 3 kambarių butas",www.aruodas.lt/1-3019611,118900,55.0,8,2021-04-06,2021-04-06,1,3,3,4,2018,Mūrinis,Geoterminis,Įrengtas,Nauja statyba,Pilaitė,2161.818181818182
481," Pašilaičiai, Eitminų g., 2 kambarių butas",www.aruodas.lt/1-3019595,89000,49.68,6,2021-04-06,2021-04-06,1,2,8,9,2012,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pašilaičiai,1791.4653784219001
483," Naujoji Vilnia, Pergalės g., 3 kambarių butas",www.aruodas.lt/1-3019583,70000,66.4,5,2021-04-06,2021-04-06,1,3,5,5,1971,Mūrinis,Centrinis,Įrengtas,Sena statyba,Naujoji Vilnia,1054.2168674698794
484," Karoliniškės, Vido Maciulevičiaus g., 2 kambarių butas",www.aruodas.lt/1-3019571,48925,44.3,8,2021-04-06,2021-04-06,1,2,3,3,1976,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Karoliniškės,1104.4018058690745
486," Karoliniškės, Vido Maciulevičiaus g., 2 kambarių butas",www.aruodas.lt/1-3017983,48500,36.78,9,2021-04-01,2021-04-01,1,2,3,3,1976,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Karoliniškės,1318.6514410005436
487," Pilaitė, Karaliaučiaus g., 3 kambarių butas",www.aruodas.lt/1-3019523,132728,58.99,2,2021-04-06,2021-04-07,1,3,1,6,2020,Monolitinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Pilaitė,2250.0084760128834
488," Pilaitė, M. Mažvydo g., 3 kambarių butas",www.aruodas.lt/1-3019521,102617,57.65,3,2021-04-06,2021-04-06,1,3,2,7,2020,Monolitinis,Centrinis,Dalinė apdaila ,Nauja statyba,Pilaitė,1780.0
489," Bajorai, Salaspilio g., 3 kambarių butas",www.aruodas.lt/1-3019503,99033,59.45,1,2021-04-06,2021-04-06,1,3,2,4,2020,Monolitinis,Dujinis,Dalinė apdaila ,Nauja statyba,Bajorai,1665.8200168208577
490," Bajorai, Salaspilio g., 2 kambarių butas",www.aruodas.lt/1-3019497,87136,51.6,0,2021-04-06,2021-04-06,1,2,4,4,2020,Monolitinis,Dujinis,Dalinė apdaila ,Nauja statyba,Bajorai,1688.6821705426355
491," Pilaitė, Tvankstos g., 3 kambarių butas",www.aruodas.lt/1-3019489,123906,69.61,2,2021-04-06,2021-04-08,1,3,1,6,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pilaitė,1780.0028731504094
492," Markučiai, Manufaktūrų g., 2 kambarių butas",www.aruodas.lt/1-2915041,97534,41.37,59,2021-04-06,2021-04-06,1,2,2,6,2019,Monolitinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Markučiai,2357.6021271452746
494," Markučiai, Manufaktūrų g., 3 kambarių butas",www.aruodas.lt/1-2915039,127676,57.92,66,2021-04-06,2021-04-07,1,3,2,6,2019,Monolitinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Markučiai,2204.3508287292816
496," Karoliniškės, Algimanto Petro Kavoliuko g., 2 kambarių butas",www.aruodas.lt/1-3019479,85500,42.18,1,2021-04-06,2021-04-06,1,2,5,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Karoliniškės,2027.027027027027
497," Antakalnis, Pylimėlių g., 2 kambarių butas",www.aruodas.lt/1-3019459,124000,56.62,9,2021-04-06,2021-04-08,1,2,2,2,2003,Mūrinis,Dujinis,Įrengtas,Sena statyba,Antakalnis,2190.038855528082
498," Justiniškės, Rygos g., 3 kambarių butas",www.aruodas.lt/1-3019457,125000,70.07,0,2021-04-06,2021-04-07,1,3,9,11,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Justiniškės,1783.930355358927
499," Karoliniškės, Algimanto Petro Kavoliuko g., 3 kambarių butas",www.aruodas.lt/1-3019455,98800,50.07,2,2021-04-06,2021-04-06,1,3,5,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Karoliniškės,1973.2374675454364
500," Justiniškės, Rygos g., 3 kambarių butas",www.aruodas.lt/1-3019453,110000,57.88,0,2021-04-06,2021-04-07,1,3,9,11,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Justiniškės,1900.4837595024187
501," Karoliniškės, Algimanto Petro Kavoliuko g., 2 kambarių butas",www.aruodas.lt/1-3019451,78800,41.95,3,2021-04-06,2021-04-06,1,2,1,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Karoliniškės,1878.4266984505362
502," Antakalnis, Pylimėlių g., 2 kambarių butas",www.aruodas.lt/1-3007131,125000,58.0,55,2021-04-06,2021-04-06,1,2,3,3,2003,Mūrinis,"Dujinis, kita",Įrengtas,Sena statyba,Antakalnis,2155.1724137931033
504," Naujoji Vilnia, Darželio g., 2 kambarių butas",www.aruodas.lt/1-3019449,59000,38.0,19,2021-04-06,2021-04-06,1,2,2,5,1964,Mūrinis,Centrinis,Įrengtas,Sena statyba,Naujoji Vilnia,1552.6315789473683
505," Justiniškės, Rygos g., 2 kambarių butas",www.aruodas.lt/1-3019445,95000,45.34,1,2021-04-06,2021-04-07,1,2,9,11,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Justiniškės,2095.280105866784
506," Žvėrynas, Birutės g., 3 kambarių butas",www.aruodas.lt/1-2960985,139000,62.0,266,2021-04-06,2021-04-06,1,3,2,2,1940,Karkasinis,"Dujinis, kita",Įrengtas,Sena statyba,Žvėrynas,2241.935483870968
507," Karoliniškės, Algimanto Petro Kavoliuko g., 3 kambarių butas",www.aruodas.lt/1-3019435,75000,63.7,8,2021-04-06,2021-04-06,1,3,1,9,1973,Blokinis,Centrinis,Neįrengtas     ,Sena statyba,Karoliniškės,1177.3940345368917
508," Kirtimai, Meistrų g., 2 kambarių butas",www.aruodas.lt/1-3019405,31500,31.4,4,2021-04-06,2021-04-06,1,2,5,5,1985,Mūrinis,Centrinis,Įrengtas,Sena statyba,Kirtimai,1003.1847133757963
509," Justiniškės, Justiniškių g., 2 kambarių butas",www.aruodas.lt/1-3019397,75000,50.26,30,2021-04-06,2021-04-07,1,2,6,9,1983,Blokinis,Centrinis,Įrengtas,Sena statyba,Justiniškės,1492.2403501790689
510," Baltupiai, Kazio Ulvydo g., 2 kambarių butas",www.aruodas.lt/1-3019391,135000,47.3,10,2021-04-06,2021-04-07,1,2,1,5,2015,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Baltupiai,2854.1226215644824
511," Paneriai, Kaimynų g., 3 kambarių butas",www.aruodas.lt/1-3019385,100000,64.62,2,2021-04-06,2021-04-06,1,3,1,2,2021,Mūrinis,Aeroterminis,Įrengtas,Nauja statyba,Paneriai,1547.508511296812
512," Paneriai, Kaimynų g., 3 kambarių butas",www.aruodas.lt/1-3019383,74000,64.62,6,2021-04-06,2021-04-06,1,3,1,2,2021,Mūrinis,Aeroterminis,Įrengtas,Nauja statyba,Paneriai,1145.156298359641
513," Žvėrynas, Malonioji g., 3 kambarių butas",www.aruodas.lt/1-3019347,105000,66.0,3,2021-04-06,2021-04-06,1,3,1,2,1940,Medinis,Dujinis,Dalinė apdaila ,Sena statyba,Žvėrynas,1590.909090909091
514," Užupis, Polocko g., 3 kambarių butas",www.aruodas.lt/1-3019345,140000,52.23,49,2021-04-06,2021-04-06,1,3,5,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Užupis,2680.4518475971668
515," Justiniškės, Rygos g., 2 kambarių butas",www.aruodas.lt/1-3010413,99000,45.45,5,2021-04-06,2021-04-06,1,2,6,6,2020,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Justiniškės,2178.217821782178
516," Viršuliškės, Viršuliškių g., 3 kambarių butas",www.aruodas.lt/1-3019305,87000,64.0,27,2021-04-06,2021-04-06,1,3,7,9,1978,Blokinis,Centrinis,Įrengtas,Sena statyba,Viršuliškės,1359.375
517," Pašilaičiai, Perkūnkiemio g., 3 kambarių butas",www.aruodas.lt/1-3017569,109500,59.26,73,2021-04-06,2021-04-06,1,3,9,12,2009,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pašilaičiai,1847.789402632467
518," Naujamiestis, Gerosios Vilties g., 3 kambarių butas",www.aruodas.lt/1-2855573,131000,65.96,51,2021-04-06,2021-04-07,1,3,4,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Naujamiestis,1986.052152819891
519," Antakalnis, Duburio g., 3 kambarių butas",www.aruodas.lt/1-3019271,92000,67.87,3,2021-04-06,2021-04-06,1,3,1,4,2021,Mūrinis,"Centrinis kolektorinis, dujinis",Dalinė apdaila ,Nauja statyba,Antakalnis,1355.5326359216147
520," Jeruzalė, Mokyklos g., 2 kambarių butas",www.aruodas.lt/1-3019255,127000,46.0,13,2021-04-06,2021-04-06,1,2,3,5,2017,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Jeruzalė,2760.8695652173915
521," Pašilaičiai, Girulių g., 3 kambarių butas",www.aruodas.lt/1-2896373,95990,54.9,137,2021-04-06,2021-04-06,1,3,2,6,2021,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas,Nauja statyba,Pašilaičiai,1748.4517304189435
522," Pašilaičiai, Girulių g., 2 kambarių butas",www.aruodas.lt/1-2896377,76990,33.4,104,2021-04-06,2021-04-07,1,2,2,6,2021,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas,Nauja statyba,Pašilaičiai,2305.0898203592815
523," Pašilaičiai, Girulių g., 1 kambario butas",www.aruodas.lt/1-2896379,71990,34.2,92,2021-04-06,2021-04-06,1,1,2,6,2021,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas,Nauja statyba,Pašilaičiai,2104.970760233918
524," Pašilaičiai, Girulių g., 2 kambarių butas",www.aruodas.lt/1-2896385,81990,40.8,82,2021-04-06,2021-04-06,1,2,2,6,2021,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas,Nauja statyba,Pašilaičiai,2009.558823529412
525," Antakalnis, Kanklių g., 3 kambarių butas",www.aruodas.lt/1-3000117,118000,63.0,26,2021-04-06,2021-04-06,1,3,1,7,1980,Mūrinis,Centrinis,Įrengtas,Sena statyba,Antakalnis,1873.015873015873
526," Šnipiškės, Kernavės g., 3 kambarių butas",www.aruodas.lt/1-3015157,111000,52.1,17,2021-04-06,2021-04-06,1,3,1,7,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Šnipiškės,2130.518234165067
527," Justiniškės, Rygos g., 3 kambarių butas",www.aruodas.lt/1-3019225,94000,67.0,33,2021-04-06,2021-04-06,1,3,5,9,1983,Blokinis,Centrinis,Įrengtas,Sena statyba,Justiniškės,1402.9850746268658
528," Antakalnis, Volungės g., 3 kambarių butas",www.aruodas.lt/1-2956805,111000,62.0,72,2021-04-06,2021-04-06,1,3,1,6,1981,Mūrinis,Centrinis,Įrengtas,Sena statyba,Antakalnis,1790.3225806451612
529," Antakalnis, Taurijos g., 2 kambarių butas",www.aruodas.lt/1-2998961,87900,37.22,83,2021-04-06,2021-04-06,1,2,1,3,2019,Mūrinis,Dujinis,Įrengtas,Nauja statyba,Antakalnis,2361.6335303600217
530," Pašilaičiai, Laisvės pr., 2 kambarių butas",www.aruodas.lt/1-3019127,83700,50.99,8,2021-04-05,2021-04-07,1,2,4,10,1990,Mūrinis,Centrinis,Įrengtas,Sena statyba,Pašilaičiai,1641.4983330064717
531," Karoliniškės, Loretos Asanavičiūtės g., 3 kambarių butas",www.aruodas.lt/1-3019079,85000,63.6,3,2021-04-05,2021-04-05,1,3,1,9,1972,Blokinis,Centrinis,Įrengtas,Sena statyba,Karoliniškės,1336.4779874213837
